-2.3654714;5.8107276;5.353435;-0.5811039;-1.3804089;-0.7427266
-0.17597382;7.339425;4.701015;-0.79979366;-1.7347107;-0.36093584
1.7369933;9.033323;7.77517;-1.0801808;-1.9943284;-0.613834
4.1862617;8.876503;12.410344;-1.1938018;-1.9680612;-1.1727759
-1.7381904;4.9907136;9.451111;-0.08569218;-1.4946407;-1.9711767
-2.669535;4.176685;4.369418;-0.14311352;-0.34865746;-1.5857207
-3.477578;4.844667;5.5282116;0.111006424;-0.9161513;-0.3456642
-0.31603462;7.32506;6.7504516;0.35474166;-1.3791871;0.18701029
4.823119;9.876082;7.2185183;0.8391578;-1.46593;-0.08360302
4.349067;8.39048;10.633847;0.7988407;-1.4689844;-1.1874366
0.7769185;4.796783;12.276269;1.0053132;-0.5459669;-2.436045
-2.9029696;3.774459;5.9926867;0.26799878;1.8150272;-2.726817
-2.8491;7.3226657;1.2306197;0.18308853;1.5425813;-2.1342776
-4.3478703;10.860099;1.9716251;0.07374364;-0.7927565;-1.7860845
-5.2804117;8.998607;6.161478;-0.6818967;-1.9289658;-1.8709948
-4.757279;7.619547;13.9833355;-1.6372899;-1.5606141;-1.652305
-0.78888947;5.4803276;7.6770077;-1.3226943;-0.67424864;-0.7958719
0.088585466;4.4005427;0.92416185;-0.720992;-1.2973312;-0.469059
-1.411382;4.5298295;8.661025;-0.81567615;-3.722466;-0.66148156
2.1511903;3.6727054;5.7125654;-0.52856946;-2.880694;-0.38903564
0.8607155;1.5155296;4.084508;0.1201694;-2.8397658;-0.04084245
1.3682863;1.4185646;5.3857565;0.20019275;-3.4017618;0.24748594
2.1068976;-0.17477672;2.2373815;-0.34714252;-3.473233;0.78749084
2.585738;-0.044292733;1.1528081;-0.5511715;-4.6008906;0.9927415
2.1643584;0.1604115;2.7042508;-0.38501614;-5.169606;0.94814837
-1.0881647;-2.0566192;-1.520318;-0.18892841;-4.458559;1.2572461
2.4001873;-4.2640734;-4.3418846;-0.13578314;-4.112809;2.4392705
4.1982327;-6.0262055;-2.719813;-0.72954416;-4.6424294;2.9572842
5.592855;-7.0341644;-0.44532153;-1.1058371;-5.1091304;3.3848898
6.6079965;-9.166202;0.93134445;-1.1846387;-4.721231;3.973764
9.8198185;-10.625467;3.5470097;-1.7551869;-3.6259494;4.8772335
11.59033;-10.425551;2.540248;-2.2512093;-2.7188146;5.414184
13.682862;-8.821436;3.857059;-2.0416827;-3.2044523;5.359817
19.917364;-5.9412117;7.0952168;-1.0630766;-4.539804;5.321333
23.863008;-3.5817258;11.000159;-0.7741373;-4.132968;5.1050863
17.32564;-5.619191;12.082339;-1.6183531;-1.7738061;4.266979
18.344374;-3.0765493;8.881291;-2.1809602;0.29336193;4.5382037
17.357962;-2.9364884;9.976639;-2.0068634;0.19073656;4.1753497
18.300081;-2.8514943;14.800955;-1.2842098;-0.48610213;3.5724256
17.803284;-2.8562827;13.935451;-0.9537317;1.0771021;3.361677
18.131289;-0.7757214;8.555679;-1.1009502;2.6293106;3.2975361
17.216705;-1.3599066;6.968324;-0.9647273;2.9457388;2.7483683
17.876307;-1.9560628;7.338228;-0.7154943;2.6885645;2.260287
16.639702;-3.7600937;7.941567;-0.72954416;2.9927754;1.6262088
15.364789;-5.0122614;7.079654;-0.6446339;3.5236175;1.0611584
13.779828;-6.0836663;6.805518;-0.74909186;4.0343003;0.7221282
11.892;-7.811083;8.329428;-0.91952324;4.5834684;0.46128878
9.350554;-9.803059;8.3390045;-0.6690685;4.8229275;0.3928719
8.6574335;-5.145139;-10.860099;-0.44610268;4.8192625;0.3837089
9.958682;-8.001422;-2.955642;-2.4027042;3.3935032;0.034293972
4.0557775;-13.487736;-0.5674258;-1.6079683;2.1259577;-0.23265414
5.3606176;-10.682928;0.48482585;-0.8834822;1.6788043;0.24198815
3.2561142;-10.17416;3.003526;-0.48947412;1.5279206;0.41303042
1.2270284;-11.993753;8.811859;-0.3703554;1.2634159;0.3311745
2.7832594;-10.049662;9.593566;-0.30377108;2.047767;0.87117934
3.204639;-8.842984;8.858546;-0.15716341;2.3538105;1.0159544
1.9213469;-5.6802435;0.11731588;0.09268047;1.7362256;0.84185785
0.21188685;-8.182184;4.4783545;0.25761408;0.8132082;0.60789645
1.1935096;-4.8877625;1.0809821;0.3504656;1.1045909;0.85407513
0.45729253;-5.177461;2.6539726;0.079241425;1.1394103;0.67264813
-0.36990416;-5.7544637;4.8997335;-0.28849944;1.099704;0.44601715
-0.5351041;-6.5469446;7.023391;-0.22130427;0.5939076;0.18823202
0.8343793;-5.708974;6.542156;0.100621715;0.30496836;0.20289278
0.7290344;-5.8813562;5.151125;0.1782016;0.3025249;0.20533624
1.3108255;-6.754043;4.7680526;-0.23963022;1.0654956;0.20044932
2.315193;-6.397307;4.0857053;-0.20542178;1.3519914;0.1815125
3.596091;-4.8901567;2.9400797;-0.15716341;1.0025765;-0.044507645
3.927688;-4.6519337;4.1539397;-0.12784189;0.3587245;-0.36276844
3.252523;-4.626795;4.7548847;0.13483016;0.1656911;-0.44828957
2.2266076;-4.677073;4.594473;0.326031;-0.23809084;-0.57351696
0.61650693;-5.604826;5.1247888;0.53983384;-0.9124861;-0.75983083
-0.58897364;-7.9427643;7.229292;0.43598673;-0.8984362;-0.8459628
0.58538234;-7.726089;6.8450227;0.11650421;-0.18922162;-0.5955081
1.8255788;-8.303091;6.232107;0.047476433;0.08016995;-0.41530284
4.027047;-6.931214;6.0130377;0.30281812;-0.0804876;-0.1630155
2.822764;-7.017405;7.680599;0.36879155;-0.18677816;0.12042597
